20/01/2017;835;A;TJS;0,40430000;0,40490000;7,88330000;7,89330000
20/01/2017;840;A;MUR;0,08869000;0,08946000;35,68000000;35,98000000
20/01/2017;845;A;NPR;0,02914000;0,02918000;109,37000000;109,51000000
20/01/2017;850;A;SCR;0,23600000;0,23960000;13,32280000;13,52280000
20/01/2017;855;A;LKR;0,02120000;0,02131000;149,80000000;150,50000000
20/01/2017;860;A;INR;0,04684000;0,04686000;68,11890000;68,13400000
20/01/2017;865;A;IDR;0,00023790;0,00023810;13405,00000000;13415,00000000
20/01/2017;870;A;MVR;0,20380000;0,21190000;15,06000000;15,66000000
20/01/2017;875;A;PKR;0,03044000;0,03046000;104,78000000;104,83000000
20/01/2017;880;A;ILS;0,83810000;0,83870000;3,80560000;3,80760000
20/01/2017;892;A;KGS;0,04572000;0,04593000;69,49700000;69,79700000
20/01/2017;893;A;UZS;0,00097980;0,00098300;3247,00000000;3257,00000000
20/01/2017;905;A;BDT;0,04016000;0,04029000;79,22000000;79,47000000
20/01/2017;912;B;WST;1,23240000;1,30290000;0,38620000;0,40820000
20/01/2017;913;A;KZT;0,00959900;0,00960200;332,40000000;332,47000000
20/01/2017;915;A;MNT;0,00128000;0,00128500;2484,00000000;2494,00000000
20/01/2017;920;A;VUV;0,02891000;0,02945000;108,38000000;110,38000000
20/01/2017;930;A;KRW;0,00271200;0,00271700;1174,57000000;1176,57000000
20/01/2017;946;A;TZS;0,00140900;0,00141500;2255,00000000;2265,00000000
20/01/2017;950;A;KES;0,03071000;0,03078000;103,70000000;103,90000000
20/01/2017;955;A;UGX;0,00088690;0,00088960;3588,00000000;3598,00000000
20/01/2017;960;A;SOS;0,00548300;0,00555100;575,00000000;582,00000000
20/01/2017;975;A;PLN;0,77810000;0,77860000;4,09960000;4,10130000
20/01/2017;978;B;EUR;3,40090000;3,40210000;1,06570000;1,06590000
20/01/2017;998;A;XAU;123,21240000;123,23550000;0,02590000;0,02590000
